,Ticker,Name,Last Sale,Net Change,Percent Change,Market Cap
3589,KFS,"Kingsway Financial Services, Inc. Common Stock (DE)",$8.44,-0.21,-2.428%,"232,413,554"
3590,OCFT,"OneConnect Financial Technology Co., Ltd. American Depositary Shares, each representing thirty ordinary shares",$5.95,-0.01,-0.168%,"232,046,162"
3591,ATNI,"ATN International, Inc. Common Stock",$14.97,-2.72,-15.376%,"231,753,669"
3592,FHTX,Foghorn Therapeutics Inc. Common Stock,$4.16,-0.04,-0.952%,"231,346,914"
3593,MRT,"Marti Technologies, Inc. Class A Ordinary Shares",$3.03,-0.06,-1.942%,"231,020,408"
3594,CADL,"Candel Therapeutics, Inc. Common Stock",$4.89,-0.02,-0.407%,"230,981,399"
3595,FLYX,"flyExclusive, Inc. Class A Common Stock",$2.87,0.09,3.237%,"229,971,912"
3596,NGNE,Neurogene Inc. Common Stock,$15.40,0.40,2.667%,"229,915,316"
3597,NGS,"Natural Gas Services Group, Inc. Common Stock",$18.34,0.37,2.059%,"229,369,613"
3598,RR,Richtech Robotics Inc. Class B Common Stock,$2.00,0.03,1.523%,"229,007,562"
3599,NFGC,New Found Gold Corp Common Shares,$1.14,0.05,4.587%,"228,693,113"
3600,HPAI,Helport AI Limited Ordinary Shares,$6.14,-0.215,-3.383%,"227,996,424"
3601,MEI,"Methode Electronics, Inc. Common Stock",$6.38,0.11,1.754%,"227,706,979"
3602,TSAT,Telesat Corporation Class A Common Shares and Class B Variable Voting Shares,$16.04,0.57,3.685%,"227,653,330"
3603,AMRN,Amarin Corporation plc,$10.98,0.22,2.045%,"227,389,926"
3604,NATR,"Nature's Sunshine Products, Inc. Common Stock",$12.28,-0.04,-0.325%,"226,977,392"
3605,BETR,Better Home & Finance Holding Company Class A Common Stock,$14.95,0.59,4.109%,"226,791,814"
3606,MVBF,MVB Financial Corp. Common Stock,$17.49,0.43,2.521%,"226,474,425"
3607,ESEA,Euroseas Ltd. Common Stock (Marshall Islands),$32.11,0.98,3.148%,"226,296,413"
3608,TBCH,Turtle Beach Corporation Common Stock,$11.30,-0.25,-2.165%,"225,673,622"
3609,NVCT,"Nuvectis Pharma, Inc. Common Stock",$9.62,-0.34,-3.414%,"225,026,220"
3610,NYXH,Nyxoah SA Ordinary Shares,$6.01,-0.13,-2.117%,"224,937,863"
3611,PKBK,"Parke Bancorp, Inc. Common Stock",$18.95,0.10,0.531%,"224,417,194"
3612,FBLA,"FB Bancorp, Inc. Common Stock",$11.31,0.06,0.533%,"224,362,125"
3613,DCGO,DocGo Inc. Common Stock,$2.20,-0.03,-1.345%,"224,361,608"
3614,ONEW,OneWater Marine Inc. Class A Common Stock,$13.73,-1.28,-8.528%,"223,979,069"
3615,ACRE,Ares Commercial Real Estate Corporation Common Stock,$4.08,0.01,0.246%,"223,816,466"
3616,QTRX,Quanterix Corporation Common Stock,$5.77,0.01,0.174%,"223,738,720"
3617,ZUMZ,Zumiez Inc. Common Stock,$11.66,-0.04,-0.342%,"223,396,459"
3618,WGRX,"Wellgistics Health, Inc. Common Stock",$4.30,-0.04,-0.922%,"223,360,907"
3619,RHLD,Resolute Holdings Management Common Stock,$26.19,-0.78,-2.892%,"223,295,888"
3620,AOMR,"Angel Oak Mortgage REIT, Inc. Common Stock",$9.49,0.04,0.423%,"223,016,661"
3621,KNOP,KNOT Offshore Partners LP Common Units representing Limited Partner Interests,$6.54,0.05,0.77%,"222,654,830"
3622,PWOD,"Penns Woods Bancorp, Inc. Common Stock",$29.23,UNCH,--,"222,524,424"
3623,WHF,"WhiteHorse Finance, Inc. Common Stock",$9.55,-0.02,-0.209%,"221,971,490"
3624,GHG,"GreenTree Hospitality Group Ltd. American depositary shares, each representing one Class A ordinary share",$2.18,0.14,6.863%,"221,364,876"
3625,NEN,New England Realty Associates Limited Partnership Class A Depositary Receipts Evidencing Units of Limited Partnership,$78.107,UNCH,--,"220,442,480"
3626,BYON,"Beyond, Inc. Common Stock",$3.82,-0.25,-6.143%,"220,335,533"
3627,WRN,Western Copper and Gold Corporation Common Stock,$1.10,-0.005,-0.452%,"220,000,581"
3628,PINE,"Alpine Income Property Trust, Inc. Common Stock",$15.42,-0.03,-0.194%,"219,992,853"
3629,ODV,Osisko Development Corp. Common Shares,$1.61,-0.09,-5.294%,"219,960,596"
3630,OSUR,"OraSure Technologies, Inc. Common Stock",$2.94,-0.05,-1.672%,"219,912,385"
3631,PDEX,"Pro-Dex, Inc. Common Stock",$67.30,1.62,2.467%,"219,468,194"
3632,FOA,Finance of America Companies Inc. Class A Common Stock,$20.48,-0.40,-1.916%,"219,375,370"
3633,ALCO,"Alico, Inc. Common Stock",$28.70,0.16,0.561%,"219,200,756"
3634,BLDE,"Blade Air Mobility, Inc. Class A Common Stock",$2.75,0.10,3.774%,"219,158,577"
3635,HUMA,"Humacyte, Inc. Common Stock",$1.41,-0.04,-2.759%,"218,717,531"
3636,NAMI,Jinxin Technology Holding Company American Depositary Shares,$3.19,-0.12,-3.625%,"218,091,330"
3637,CFFI,C&F Financial Corporation Common Stock,$67.30,2.53,3.906%,"218,043,049"
3638,LAW,"CS Disco, Inc. Common Stock",$3.61,-0.12,-3.217%,"217,984,236"
3639,JRVR,"James River Group Holdings, Ltd. Common Shares",$4.77,0.01,0.21%,"217,723,397"
3640,TMCWW,TMC the metals company Inc. Warrants,$0.6258,-0.0042,-0.667%,"217,722,542"
3641,RGCO,RGC Resources Inc. Common Stock,$21.10,0.13,0.62%,"217,265,962"
3642,GOCO,"GoHealth, Inc. Class A Common Stock",$9.44,-1.09,-10.351%,"217,205,574"
3643,PDYN,Palladyne AI Corp. Common Stock,$6.16,0.08,1.316%,"216,953,358"
3644,MBCN,Middlefield Banc Corp. Common Stock,$26.82,0.89,3.432%,"216,740,520"
3645,FSTR,L.B. Foster Company Common Stock,$20.15,0.18,0.901%,"216,665,555"
3646,OABI,"OmniAb, Inc. Common Stock",$1.77,0.07,4.118%,"216,178,846"
3647,LSEA,Landsea Homes Corporation Common Stock,$5.95,-0.15,-2.459%,"216,165,267"
3648,FRST,Primis Financial Corp. Common Stock,$8.72,0.48,5.825%,"215,582,240"
3649,OCGN,"Ocugen, Inc. Common Stock",$0.7381,-0.0091,-1.218%,"215,535,880"
3650,LPA,Logistic Properties of the Americas Ordinary Shares,$6.805,-0.125,-1.804%,"215,504,830"
3651,SLSN,"Solesence, Inc. Common Stock",$3.07,-0.03,-0.968%,"215,217,067"
3652,GCO,Genesco Inc. Common Stock,$19.48,0.08,0.412%,"215,026,298"
3653,HMST,"HomeStreet, Inc. Common Stock",$11.36,UNCH,--,"214,940,379"
3654,EVBN,"Evans Bancorp, Inc. Common Stock",$38.60,0.15,0.39%,"214,900,945"
3655,EICA,Eagle Point Income Company Inc. 5.00% Series A Term Preferred Stock due 2026,$24.1155,0.0093,0.039%,"214,823,478"
3656,MFM,MFS Municipal Income Trust Common Stock,$5.21,0.03,0.579%,"214,587,558"
3657,FTK,"Flotek Industries, Inc. Common Stock",$7.19,0.23,3.305%,"214,463,241"
3658,DRUG,Bright Minds Biosciences Inc. Common Stock,$30.62,-0.08,-0.261%,"214,002,843"
3659,OVLY,Oak Valley Bancorp (CA) Common Stock,$25.45,-0.75,-2.863%,"212,691,020"
3660,QSI,Quantum-Si Incorporated Class A Common Stock,$1.16,0.02,1.754%,"212,441,942"
3661,KOPN,Kopin Corporation Common Stock,$1.31,0.03,2.344%,"212,307,770"
3662,FUND,"Sprott Focus Trust, Inc. Common Stock",$7.16,0.05,0.703%,"212,176,268"
3663,BLFY,Blue Foundry Bancorp Common Stock,$9.59,0.25,2.677%,"211,906,864"
3664,CIO,"City Office REIT, Inc. Common Stock",$5.25,0.17,3.346%,"211,880,760"
3665,TOI,"The Oncology Institute, Inc. Common Stock",$2.79,0.31,12.50%,"211,351,509"
3666,ACV,Virtus Diversified Income & Convertible Fund Common Shares of Beneficial Interest,$20.28,-0.13,-0.637%,"210,160,707"
3667,PAL,"Proficient Auto Logistics, Inc. Common Stock",$7.755,-0.555,-6.679%,"209,920,979"
3668,FVCB,"FVCBankcorp, Inc. Common Stock",$11.42,UNCH,--,"209,909,284"
3669,CHMG,Chemung Financial Corp Common Stock,$43.79,-0.55,-1.24%,"209,705,011"
3670,IONR,ioneer Ltd American Depositary Shares,$3.5865,0.0186,0.521%,"209,644,245"
3671,MKTW,"MarketWise, Inc. Class A Common Stock",$12.85,-0.79,-5.792%,"209,526,356"
3672,NEON,Neonode Inc. Common Stock,$12.48,0.23,1.878%,"209,450,867"
3673,INBKZ,First Internet Bancorp 6.0% Fixed-to-Floating Rate Subordinated Notes Due 2029,$24.01,0.13,0.544%,"208,817,011"
3674,ARQQ,Arqit Quantum Inc. Ordinary Shares,$16.70,1.20,7.742%,"208,816,950"
3675,SAMG,Silvercrest Asset Management Group Inc. Class A Common Stock,$15.30,UNCH,--,"208,601,011"
3676,ALMS,Alumis Inc. Common Stock,$3.83,-0.31,-7.488%,"208,380,062"
3677,IDR,"Idaho Strategic Resources, Inc. Common Stock",$15.24,-0.75,-4.69%,"208,255,484"
3678,KRKR,36Kr Holdings Inc. American Depositary Shares,$5.275,0.195,3.839%,"207,916,462"
3679,BPRN,"Princeton Bancorp, Inc. Common Stock (PA)",$30.05,-0.43,-1.411%,"207,798,334"
3680,HWBK,"Hawthorn Bancshares, Inc. Common Stock",$29.75,0.23,0.779%,"207,707,628"
3681,FVR,"FrontView REIT, Inc. Common Stock",$12.01,-0.43,-3.457%,"207,660,863"
3682,MFIN,Medallion Financial Corp. Common Stock,$8.86,0.06,0.682%,"206,102,233"
3683,EVI,"EVI Industries, Inc. Common Stock",$16.13,UNCH,--,"205,748,505"
3684,LCNB,LCNB Corporation Common Stock,$14.52,-0.50,-3.329%,"205,573,608"
3685,HBB,Hamilton Beach Brands Holding Company Class A Common Stock,$15.21,-4.59,-23.182%,"205,564,793"
3686,JAKK,"JAKKS Pacific, Inc. Common Stock",$18.42,-0.87,-4.51%,"205,313,557"
3687,TFSA,"Terra Income Fund 6, LLC 7.00% Notes due 2026",$24.30,-0.69,-2.761%,"205,065,003"
3688,GPJA,"Georgia Power Company Series 2017A 5.00% Junior Subordinated Notes due October 1, 2077",$22.14,0.11,0.499%,"205,049,610"
3689,ANIK,Anika Therapeutics Inc. Common Stock,$14.46,-0.07,-0.482%,"204,984,873"
3690,WILC,"G. Willi-Food International, Ltd. Ordinary Shares",$14.78,0.09,0.613%,"204,954,511"
3691,CRNT,Ceragon Networks Ltd. Ordinary Shares,$2.30,0.12,5.505%,"204,329,882"
3692,GASS,"StealthGas, Inc. Common Stock",$5.52,0.14,2.602%,"204,122,308"
3693,VTN,Invesco Trust for Investment Grade New York Municipals Common Stock,$10.47,0.11,1.062%,"204,018,200"
3694,GNFT,GENFIT S.A. American Depositary Shares,$4.08,-0.0151,-0.369%,"203,984,435"
3695,ANNX,"Annexon, Inc. Common Stock",$1.855,-0.005,-0.269%,"203,511,727"
3696,DVS,Dolly Varden Silver Corporation Common Shares,$2.55,-0.18,-6.593%,"202,774,386"
3697,MYFW,"First Western Financial, Inc. Common Stock",$20.89,-0.20,-0.948%,"202,725,355"
3698,EB,"Eventbrite, Inc. Class A Common Stock",$2.14,0.02,0.943%,"202,507,006"
3699,SQFTP,"Presidio Property Trust, Inc. 9.375% Series D Cumulative Redeemable Perpetual Preferred Stock, $0.01 par value per share",$14.296,UNCH,--,"202,346,041"
3700,ARL,"American Realty Investors, Inc. Common Stock",$12.51,0.42,3.474%,"202,062,058"
3701,SOPH,SOPHiA GENETICS SA Ordinary Shares,$3.02,-0.03,-0.984%,"201,829,834"
3702,EARN,Ellington Credit Company Common Shares of Beneficial Interest,$5.36,-0.10,-1.832%,"201,317,285"
3703,CRGX,"CARGO Therapeutics, Inc. Common Stock",$4.37,-0.20,-4.376%,"201,248,848"
3704,XFLT,XAI Octagon Floating Rate & Alternative Income Trust Common Shares of Beneficial Interest,$5.67,0.03,0.532%,"201,106,576"
3705,ESCA,"Escalade, Incorporated Common Stock",$14.69,-0.49,-3.228%,"200,840,799"
3706,ELLO,Ellomay Capital Ltd Ordinary Shares (Israel),$15.60,0.30,1.961%,"200,500,326"
3707,HFFG,HF Foods Group Inc. Common Stock,$3.80,0.05,1.333%,"200,403,070"
3708,SLDP,"Solid Power, Inc. Class A Common Stock",$1.10,0.01,0.917%,"200,191,244"
3709,TE,T1 Energy Inc. Common Stock,$1.28,0.07,5.785%,"199,600,758"
3710,GDEV,GDEV Inc. Ordinary Shares,$10.98,0.45,4.274%,"199,068,388"
3711,TLS,Telos Corporation Common Stock,$2.74,0.01,0.366%,"198,792,809"
3712,BRY,Berry Corporation (bry) Common Stock,$2.57,0.09,3.629%,"198,445,092"
3713,SSTI,"SoundThinking, Inc. Common Stock",$15.61,0.09,0.58%,"197,717,743"
3714,OM,"Outset Medical, Inc. Common Stock",$11.17,0.53,4.981%,"197,704,476"
3715,ELMD,"Electromed, Inc. Common Stock",$23.05,0.02,0.087%,"197,235,254"
3716,OPOF,Old Point Financial Corporation Common Stock,$38.64,-0.20,-0.515%,"197,230,654"
3717,ETX,Eaton Vance Municipal Income 2028 Term Trust Common Shares of Beneficial Interest,$18.085,0.055,0.305%,"196,854,429"
3718,ONTF,"ON24, Inc. Common Stock",$4.65,-0.03,-0.641%,"196,812,250"
3719,INSE,"Inspired Entertainment, Inc. Common Stock",$7.31,-0.10,-1.35%,"196,674,322"
3720,ELDN,"Eledon Pharmaceuticals, Inc. Common Stock",$3.28,0.12,3.797%,"196,412,222"
3721,FBIOP,"Fortress Biotech, Inc. 9.375% Series A Cumulative Redeemable Perpetual Preferred Stock",$6.63,-0.07,-1.045%,"196,046,136"
3722,VYGR,"Voyager Therapeutics, Inc. Common Stock",$3.55,-0.01,-0.281%,"195,984,442"
3723,NEWP,New Pacific Metals Corp. Common Shares,$1.14,-0.05,-4.202%,"195,795,911"
3724,PVBC,"Provident Bancorp, Inc. (MD) Common Stock",$10.96,-0.14,-1.261%,"194,962,431"
3725,FUNC,First United Corporation Common Stock,$30.10,0.33,1.108%,"194,848,588"
3726,BMEZ,BlackRock Health Sciences Term Trust Common Shares of Beneficial Interest,$14.61,-0.08,-0.545%,"194,795,393"
3727,VRM,"Vroom, Inc. Common Stock",$37.72,-0.70,-1.822%,"194,752,471"
3728,ESPR,"Esperion Therapeutics, Inc. Common Stock",$0.984,-0.0154,-1.541%,"194,683,304"
3729,VABK,Virginia National Bankshares Corporation Common Stock,$36.07,-0.71,-1.93%,"194,488,683"
3730,MAPS,"WM Technology, Inc. Class A Common Stock",$1.26,-0.03,-2.326%,"194,478,549"
3731,HITI,High Tide Inc. Common Shares,$2.40,-0.01,-0.415%,"194,150,652"
3732,MDWD,MediWound Ltd. Ordinary Shares,$17.25,-0.455,-2.57%,"194,092,964"
3733,MITT,"AG Mortgage Investment Trust, Inc. Common Stock",$6.53,UNCH,--,"193,672,160"
3734,COOK,"Traeger, Inc. Common Stock",$1.48,0.02,1.37%,"193,360,252"
3735,BARK,"BARK, Inc. Class A Common Stock",$1.10,-0.03,-2.655%,"192,406,338"
3736,FINW,FinWise Bancorp Common Stock,$14.55,-0.57,-3.77%,"192,299,202"
3737,HNNAZ,"Hennessy Advisors, Inc. 4.875% Notes due 2026",$24.70,UNCH,--,"192,258,304"
3738,CDXS,"Codexis, Inc. Common Stock",$2.32,0.02,0.87%,"192,182,562"
3739,GRRR,Gorilla Technology Group Inc. Ordinary shares,$17.26,-2.20,-11.305%,"191,758,600"
3740,WNEB,"Western New England Bancorp, Inc. Common Stock",$9.24,0.01,0.108%,"191,716,122"
3741,DENN,Denny's Corporation Common Stock,$3.71,0.02,0.542%,"191,477,055"
3742,RILYT,"B. Riley Financial, Inc. 6.00% Senior Notes Due 2028",$6.27,-0.69,-9.914%,"191,216,604"
3743,BYND,"Beyond Meat, Inc. Common Stock",$2.51,0.03,1.21%,"191,089,661"
3744,ENGN,enGene Holdings Inc. Common Stock,$3.74,-0.40,-9.662%,"190,656,074"
3745,SANG,Sangoma Technologies Corporation Common Shares,$5.6765,0.1165,2.095%,"190,376,663"
3746,RDCM,Radcom Ltd. Ordinary Shares,$11.955,-0.095,-0.788%,"190,271,189"
3747,FSFG,"First Savings Financial Group, Inc. Common Stock",$27.50,0.86,3.228%,"190,150,758"
3748,RGP,"Resources Connection, Inc. Common Stock",$5.75,0.015,0.262%,"190,148,337"
3749,LTBR,Lightbridge Corporation Common Stock,$9.34,0.38,4.241%,"190,139,526"
3750,CVRX,"CVRx, Inc. Common Stock",$7.29,-0.03,-0.41%,"189,802,673"
3751,ZSPC,"zSpace, Inc. Common stock",$8.30,-0.06,-0.718%,"189,649,837"
3752,MASS,908 Devices Inc. Common Stock,$5.36,-0.07,-1.289%,"189,368,762"
3753,TSSI,"TSS, Inc. Common Stock",$7.53,0.69,10.088%,"188,466,367"
3754,INV,"Innventure, Inc. Common Stock",$4.00,-0.20,-4.762%,"188,425,200"
3755,TTEC,"TTEC Holdings, Inc. Common Stock",$3.93,-0.07,-1.75%,"187,688,343"
3756,SLN,Silence Therapeutics Plc American Depository Share,$4.01,0.31,8.378%,"187,668,000"
3757,ESSA,"ESSA Bancorp, Inc. Common Stock",$18.47,-0.03,-0.162%,"187,556,644"
3758,PERF,Perfect Corp. Class A Ordinary Share,$1.84,-0.04,-2.128%,"187,401,555"
3759,INGN,"Inogen, Inc Common Stock",$7.06,-0.07,-0.982%,"187,298,581"
3760,CURI,CuriosityStream Inc. Class A Common Stock,$3.25,-0.03,-0.915%,"187,284,461"
3761,FET,"Forum Energy Technologies, Inc. Common Stock",$15.14,0.49,3.345%,"186,965,813"
3762,FCCO,First Community Corporation Common Stock,$24.34,0.84,3.574%,"186,713,503"
3763,PHLT,"Performant Healthcare, Inc. Common Stock",$2.38,0.02,0.847%,"186,374,563"
3764,FT,Franklin Universal Trust Common Stock,$7.41,UNCH,--,"186,227,335"
3765,GENC,"Gencor Industries, Inc. Common Stock",$12.70,0.01,0.079%,"186,152,815"
3766,FLD,"Fold Holdings, Inc. Class A Common Stock",$3.97,0.10,2.584%,"186,148,838"
3767,ISTR,Investar Holding Corporation Common Stock,$18.92,-0.21,-1.098%,"185,900,976"
3768,RILYZ,"B. Riley Financial, Inc. 5.25% Senior Notes due 2028",$6.085,-0.285,-4.474%,"185,574,647"
3769,ACTU,"Actuate Therapeutics, Inc. Common stock",$9.50,0.30,3.261%,"185,550,542"
3770,LOGC,ContextLogic Inc. Class A Common Stock,$7.05,-0.09,-1.261%,"185,511,014"
3771,MNSBP,"MainStreet Bancshares, Inc. Depositary Shares",$23.966,0.446,1.896%,"185,211,788"
3772,OPRT,Oportun Financial Corporation Common Stock,$5.12,UNCH,--,"185,007,483"
3773,SMRT,"SmartRent, Inc. Class A Common Stock",$0.9597,0.0066,0.692%,"184,935,409"
3774,INBK,First Internet Bancorp Common Stock,$21.21,-0.05,-0.235%,"184,465,173"
3775,DRTS,Alpha Tau Medical Ltd. Ordinary Shares,$2.62,0.06,2.344%,"184,397,093"
3776,GAUZ,Gauzy Ltd. Ordinary Shares,$9.84,-0.05,-0.506%,"184,207,624"
3777,CPSS,"Consumer Portfolio Services, Inc. Common Stock",$8.59,-0.64,-6.934%,"184,197,071"
3778,ALMU,"Aeluma, Inc. Common Stock",$11.90,1.40,13.333%,"183,886,059"
3779,III,Information Services Group Inc. Common Stock,$3.80,-0.08,-2.062%,"183,369,566"
3780,LRMR,"Larimar Therapeutics, Inc. Common Stock",$2.86,0.21,7.925%,"183,119,771"
3781,CATX,"Perspective Therapeutics, Inc. Common Stock",$2.47,0.02,0.816%,"182,908,047"
3782,ATLN,Atlantic International Corp. Common Stock,$2.93,0.11,3.901%,"182,877,960"
3783,ILPT,Industrial Logistics Properties Trust Common Shares of Beneficial Interest,$2.76,0.14,5.344%,"182,552,306"
3784,ZTEK,Zentek Ltd. Common Stock,$1.75,0.09,5.422%,"182,113,426"
3785,CTRN,"Citi Trends, Inc. Common Stock",$21.94,-0.39,-1.747%,"181,613,462"
3786,MPV,Barings Participation Investors Common Stock,$17.105,0.055,0.323%,"181,342,079"
3787,PRQR,ProQR Therapeutics N.V. Ordinary Shares,$1.72,0.06,3.614%,"180,965,546"
3788,FORR,"Forrester Research, Inc. Common Stock",$9.53,0.18,1.925%,"180,888,930"
3789,CRDF,"Cardiff Oncology, Inc. Common Stock",$2.71,-0.03,-1.095%,"180,280,837"
3790,SNBR,Sleep Number Corporation Common Stock,$8.05,0.26,3.338%,"180,231,450"
3791,FF,FutureFuel Corp. Common shares,$4.11,UNCH,--,"180,031,329"
3792,TVGN,Tevogen Bio Holdings Inc. Common Stock,$0.9784,-0.0516,-5.01%,"179,921,335"
3793,LHSW,Lianhe Sowell International Group Ltd Ordinary Shares,$3.46,0.26,8.125%,"179,920,000"
3794,OVBC,Ohio Valley Banc Corp. Common Stock,$38.00,1.98,5.497%,"179,018,038"
3795,BTMD,Biote Corp. Class A Common Stock,$3.27,-0.06,-1.802%,"178,902,524"
3796,INBX,"Inhibrx Biosciences, Inc. Common Stock",$12.32,-0.01,-0.081%,"178,343,137"
3797,OPRX,OptimizeRx Corporation Common Stock,$9.64,0.52,5.702%,"178,247,311"
3798,IPHA,Innate Pharma S.A. ADS,$2.215,-0.015,-0.673%,"178,204,020"
3799,SLND,"Southland Holdings, Inc. Common Stock",$3.30,0.06,1.852%,"178,157,328"
3800,MPAA,"Motorcar Parts of America, Inc. Common Stock",$9.07,0.16,1.796%,"177,624,259"
3801,FRGE,"Forge Global Holdings, Inc. Common Stock",$14.16,-0.33,-2.277%,"177,606,827"
3802,OXSQ,Oxford Square Capital Corp. Common Stock,$2.54,UNCH,--,"177,265,399"
3803,DMAC,DiaMedica Therapeutics Inc. Common Stock,$4.13,-0.02,-0.482%,"176,993,876"
3804,TCX,Tucows Inc. Class A Common Stock,$16.01,-0.25,-1.538%,"176,631,702"
3805,VIASP,"Via Renewables, Inc. 8.75% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Stock",$24.10,0.10,0.417%,"176,492,229"
3806,CNCKW,Coincheck Group N.V. Warrants,$1.36,0.10,7.937%,"176,396,183"
3807,SATX,SatixFy Communications Ltd. Ordinary Share,$2.03,-0.02,-0.976%,"176,304,599"
3808,INMB,INmune Bio Inc. Common stock,$7.59,-0.27,-3.435%,"174,041,060"
3809,FXNC,First National Corporation Common Stock,$19.36,-0.14,-0.718%,"173,982,435"
3810,SEVN,Seven Hills Realty Trust Common Stock,$11.67,-0.26,-2.179%,"173,950,067"
3811,STXS,"Stereotaxis, Inc. Common Stock",$2.02,0.02,1.00%,"173,678,917"
3812,SHMD,SCHMID Group N.V. Class A Ordinary Shares,$4.03,-0.02,-0.494%,"173,188,694"
3813,ZVIA,Zevia PBC Class A Common Stock,$2.35,0.09,3.982%,"172,745,436"
3814,FEIM,"Frequency Electronics, Inc. Common Stock",$17.85,-0.75,-4.032%,"172,725,757"
3815,KRRO,"Korro Bio, Inc. Common Stock",$18.395,0.645,3.634%,"172,708,852"
3816,FLXS,"Flexsteel Industries, Inc. Common Stock",$32.63,-0.76,-2.276%,"172,066,245"
3817,SGC,"Superior Group of Companies, Inc. Common Stock",$10.42,0.04,0.385%,"171,696,644"
3818,EWCZ,"European Wax Center, Inc. Class A Common Stock",$3.10,-0.02,-0.641%,"171,574,122"
3819,FRAF,Franklin Financial Services Corporation Common Stock,$38.63,0.03,0.078%,"171,534,274"
3820,UTMD,"Utah Medical Products, Inc. Common Stock",$52.20,0.45,0.87%,"171,310,795"
3821,WTI,"W&T Offshore, Inc. Common Stock",$1.16,0.01,0.87%,"171,257,422"
3822,MYPS,"PLAYSTUDIOS, Inc. Class A Common Stock",$1.28,0.01,0.787%,"170,835,809"
3823,AVR,Anteris Technologies Global Corp. Common Stock,$4.73,-0.22,-4.444%,"170,392,555"
3824,HURA,"TuHURA Biosciences, Inc. Common Stock",$3.90,0.12,3.175%,"170,353,548"
3825,DSX,Diana Shipping inc. common stock,$1.47,0.01,0.685%,"170,178,756"
3826,SRG,Seritage Growth Properties Class A Common Stock,$2.99,0.03,1.014%,"168,410,575"
3827,CSPI,CSP Inc. Common Stock,$17.01,0.37,2.224%,"168,065,825"
3828,ELA,Envela Corporation Common Stock,$6.46,0.09,1.413%,"167,915,265"
3829,ACIU,AC Immune SA Common Stock,$1.67,-0.06,-3.468%,"167,685,330"
3830,GRX,The Gabelli Healthcare & Wellness Trust Common Shares of Beneficial Interest,$9.80,UNCH,--,"167,511,135"
3831,PIM,Putnam Master Intermediate Income Trust Common Stock,$3.33,0.02,0.604%,"167,343,802"
3832,PLL,Piedmont Lithium Inc. Common Stock,$7.62,0.14,1.872%,"167,209,630"
3833,HNVR,"Hanover Bancorp, Inc. Common Stock",$23.20,0.01,0.043%,"167,060,486"
3834,LAZR,"Luminar Technologies, Inc. Class A Common Stock",$3.94,0.03,0.767%,"167,013,436"
3835,FENC,Fennec Pharmaceuticals Inc. Common Stock,$6.11,0.07,1.159%,"166,980,190"
3836,NCTY,The9 Limited American Depository Shares,$11.87,-0.61,-4.888%,"166,920,474"
3837,SSP,E.W. Scripps Company (The) Class A Common Stock,$1.925,-0.085,-4.229%,"166,899,433"
3838,BVFL,"BV Financial, Inc. Common Stock",$15.75,0.40,2.606%,"166,856,193"
3839,MPTI,"M-tron Industries, Inc. Common Stock",$57.31,1.84,3.317%,"166,838,866"
3840,IKT,"Inhibikase Therapeutics, Inc. Common Stock",$2.24,-0.02,-0.885%,"166,525,050"
3841,EHTH,"eHealth, Inc. Common Stock",$5.56,UNCH,--,"166,480,878"
3842,BWAY,BrainsWay Ltd. American Depositary Shares,$8.81,0.14,1.615%,"166,237,899"
